"year","temp_path","scc"
"2973",1.677970645,956259295.724079
"2974",1.677970645,972505986.106458
"2975",1.677970645,989028574.278995
"2976",1.677970645,1005831741.49121
"2977",1.677970645,1022920248.29938
"2978",1.677970645,1040298935.90641
"2979",1.677970645,1057972727.52418
"2980",1.677970645,1075946629.75886
"2981",1.677970645,1094225734.01942
"2982",1.677970645,1112815217.94989
"2983",1.677970645,1131720346.88564
"2984",1.677970645,1150946475.3341
"2985",1.677970645,1170499048.48041
"2986",1.677970645,1190383603.71826
"2987",1.677970645,1210605772.20655
"2988",1.677970645,1231171280.45207
"2989",1.677970645,1252085951.9188
"2990",1.677970645,1273355708.6642
"2991",1.677970645,1294986573.00296
"2992",1.677970645,1316984669.19864
"2993",1.677970645,1339356225.18367
"2994",1.677970645,1362107574.30827
"2995",1.677970645,1385245157.1186
"2996",1.677970645,1408775523.1647
"2997",1.677970645,1432705332.83886
"2998",1.677970645,1457041359.24465
"2999",1.677970645,1481790490.09734
"3000",1.677970645,1506959729.6561
"3001",1.677970645,1532556200.68861
"3002",1.677970645,1558587146.46851
"3003",1.677970645,1585059932.80633
"3004",1.677970645,1611982050.11434
"3005",1.677970645,1639361115.50603
"3006",1.677970645,1667204874.93065
"3007",1.677970645,1695521205.34345
"3008",1.677970645,1724318116.91226
"3009",1.677970645,1753603755.26088
"3010",1.677970645,1783386403.75001
"3011",1.677970645,1813674485.79631
"3012",1.677970645,1844476567.2301
"3013",1.677970645,1875801358.69259
"3014",1.677970645,1907657718.073
"3015",1.677970645,1940054652.98638
"3016",1.677970645,1973001323.29292
"3017",1.677970645,2006507043.65906
"3018",1.677970645,2040581286.1615
"3019",1.677970645,2075233682.93461
"3020",1.677970645,2110474028.86186
"3021",1.677970645,2146312284.31226
"3022",1.677970645,2182758577.92227
"3023",1.677970645,2219823209.42415
"3024",1.677970645,2257516652.52129
"3025",1.677970645,2295849557.81159
"3026",1.677970645,2334832755.75926
"3027",1.677970645,2374477259.71626
"3028",1.677970645,2414794268.99396
"3029",1.677970645,2455795171.98575
"3030",1.677970645,2497491549.34174
"3031",1.677970645,2539895177.1961
"3032",1.677970645,2583018030.44803
"3033",1.677970645,2626872286.09726
"3034",1.677970645,2671470326.63491
"3035",1.677970645,2716824743.49065
"3036",1.677970645,2762948340.53694
"3037",1.677970645,2809854137.65158
"3038",1.677970645,2857555374.33919
"3039",1.677970645,2906065513.41275
"3040",1.677970645,2955398244.73613
"3041",1.677970645,3005567489.02869
"3042",1.677970645,3056587401.73271
"3043",1.677970645,3108472376.94499
"3044",1.677970645,3161237051.41343
"3045",1.677970645,3214896308.59968
"3046",1.677970645,3269465282.80899
"3047",1.677970645,3324959363.38835
"3048",1.677970645,3381394198.99387
"3049",1.677970645,3438785701.92874
"3050",1.677970645,3497150052.55275
"3051",1.677970645,3556503703.7645
"3052",1.677970645,3616863385.55767
"3053",1.677970645,3678246109.65229
"3054",1.677970645,3740669174.20235
"3055",1.677970645,3804150168.58096
"3056",1.677970645,3868706978.24435
"3057",1.677970645,3934357789.6758
"3058",1.677970645,4001121095.41098
"3059",1.677970645,4069015699.14585
"3060",1.677970645,4138060720.92864
"3061",1.677970645,4208275602.43691
"3062",1.677970645,4279680112.34138
"3063",1.677970645,4352294351.75781
"3064",1.677970645,4426138759.78819
"3065",1.677970645,4501234119.15281
"3066",1.677970645,4577601561.91473
"3067",1.677970645,4655262575.2978
"3068",1.677970645,4734239007.60003
"3069",1.677970645,4814553074.20373
"3070",1.677970645,4896227363.6838
"3071",1.677970645,4979284844.01594
"3072",1.677970645,5063748868.88626
"3073",1.677970645,5149643184.10375
"3074",1.677970645,5236991934.11751
"3075",1.677970645,5325819668.64024
"3076",1.677970645,5416151349.37946
"3077",1.677970645,5508012356.8786
"3078",1.677970645,5601428497.46928
"3079",1.677970645,5696426010.33667
"3080",1.677970645,5793031574.69971
"3081",1.677970645,5891272317.10807
"3082",1.677970645,5991175818.8573
"3083",1.677970645,6092770123.52459
"3084",1.677970645,6196083744.62642
"3085",1.677970645,6301145673.40055
"3086",1.677970645,6407985386.71367
"3087",1.677970645,6516632855.09719
"3088",1.677970645,6627118550.91305
"3089",1.677970645,6739473456.65106
"3090",1.677970645,6853729073.36057
"3091",1.677970645,6969917429.2179
"3092",1.677970645,7088071088.23219
"3093",1.677970645,7208223159.09087
"3094",1.677970645,7330407304.14814
"3095",1.677970645,7454657748.55758
"3096",1.677970645,7581009289.55165
"3097",1.677970645,7709497305.87015
"3098",1.677970645,7840157767.33982
"3099",1.677970645,7973027244.60781
"3100",1.677970645,8108142919.03045
"3101",1.677970645,8245542592.72077
"3102",1.677970645,8385264698.75636
"3103",1.677970645,8527348311.55033
"3104",1.677970645,8671833157.3877
"3105",1.677970645,8818759625.13
"3106",1.677970645,8968168777.08982
"3107",1.677970645,9120102360.07895
"3108",1.677970645,9274602816.63183
"3109",1.677970645,9431713296.40729
"3110",1.677970645,9591477667.77111
"3111",1.677970645,9753940529.56242
"3112",1.677970645,9919147223.04572
"3113",1.677970645,10087143844.0526
"3114",1.677970645,10257977255.315
"3115",1.677970645,10431695098.9927
"3116",1.677970645,10608345809.399
"3117",1.677970645,10787978625.9264
"3118",1.677970645,10970643606.1748
"3119",1.677970645,11156391639.2876
"3120",1.677970645,11345274459.4952
"3121",1.677970645,11537344659.8719
"3122",1.677970645,11732655706.3079
"3123",1.677970645,11931261951.6988
"3124",1.677970645,12133218650.3584
"3125",1.677970645,12338581972.6539
"3126",1.677970645,12547409019.8712
"3127",1.677970645,12759757839.3094
"3128",1.677970645,12975687439.6112
"3129",1.677970645,13195257806.33
"3130",1.677970645,13418529917.7386
"3131",1.677970645,13645565760.8818
"3132",1.677970645,13876428347.8773
"3133",1.677970645,14111181732.4678
"3134",1.677970645,14349891026.8274
"3135",1.677970645,14592622418.6267
"3136",1.677970645,14839443188.3603
"3137",1.677970645,15090421726.938
"3138",1.677970645,15345627553.547
"3139",1.677970645,15605131333.7853
"3140",1.677970645,15869004898.0728
"3141",1.677970645,16137321260.3411
"3142",1.677970645,16410154637.009
"3143",1.677970645,16687580466.2436
"3144",1.677970645,16969675427.5143
"3145",1.677970645,17256517461.4423
"3146",1.677970645,17548185789.9484
"3147",1.677970645,17844760936.7045
"3148",1.677970645,18146324747.8927
"3149",1.677970645,18452960413.2749
"3150",1.677970645,18764752487.5776
"3151",1.677970645,19081786912.196
"3152",1.677970645,19404151037.222
"3153",1.677970645,19731933643.7984
"3154",1.677970645,20065224966.8056
"3155",1.677970645,20404116717.8839
"3156",1.677970645,20748702108.7947
"3157",1.677970645,21099075875.127
"3158",1.677970645,21455334300.3514
"3159",1.677970645,21817575240.2272
"3160",1.677970645,22185898147.5656
"3161",1.677970645,22560404097.3554
"3162",1.677970645,22941195812.2521
"3163",1.677970645,23328377688.4386
"3164",1.677970645,23722055821.8592
"3165",1.677970645,24122338034.8323
"3166",1.677970645,24529333903.0457
"3167",1.677970645,24943154782.94
"3168",1.677970645,25363913839.4825
"3169",1.677970645,25791726074.3378
"3170",1.677970645,26226708354.439
"3171",1.677970645,26668979440.9638
"3172",1.677970645,27118660018.7195
"3173",1.677970645,27575872725.9423
