"year","var","val","n_sim","started"
2005,"additionality",209194.168855354,7,FALSE
2006,"project",-256119.263889596,7,FALSE
2006,"counterfactual",-219390.171991214,7,FALSE
2006,"additionality",-36729.0918983817,7,FALSE
2007,"project",-462324.170532465,7,FALSE
2007,"counterfactual",-260625.734717563,7,FALSE
2007,"additionality",-201698.435814902,7,FALSE
2008,"project",-214075.426335394,7,TRUE
2008,"counterfactual",-148316.173161462,7,TRUE
2008,"additionality",-65759.2531739324,7,TRUE
2009,"project",-130615.405981496,7,TRUE
2009,"counterfactual",-290089.384168908,7,TRUE
2009,"additionality",159473.978187412,7,TRUE
2010,"project",-185361.350188091,7,TRUE
2010,"counterfactual",-290175.178703696,7,TRUE
2010,"additionality",104813.828515604,7,TRUE
2011,"project",-217064.688547909,7,TRUE
2011,"counterfactual",-121783.084398836,7,TRUE
2011,"additionality",-95281.6041490734,7,TRUE
2012,"project",-297670.911744207,7,TRUE
2012,"counterfactual",-191348.905616835,7,TRUE
2012,"additionality",-106322.006127372,7,TRUE
2013,"project",-467629.885184616,7,TRUE
2013,"counterfactual",-283871.538146749,7,TRUE
2013,"additionality",-183758.347037867,7,TRUE
2014,"project",-16969.2558832318,7,TRUE
2014,"counterfactual",-340992.636316791,7,TRUE
2014,"additionality",324023.380433559,7,TRUE
2015,"project",-176637.400649399,7,TRUE
2015,"counterfactual",-163009.61612156,7,TRUE
2015,"additionality",-13627.7845278382,7,TRUE
2016,"project",-207704.053250954,7,TRUE
2016,"counterfactual",-268112.436754391,7,TRUE
2016,"additionality",60408.383503437,7,TRUE
2017,"project",-192857.083228588,7,TRUE
2017,"counterfactual",-229382.977544591,7,TRUE
2017,"additionality",36525.8943160027,7,TRUE
2018,"project",-59654.2946975529,7,TRUE
2018,"counterfactual",-212210.524078906,7,TRUE
2018,"additionality",152556.229381353,7,TRUE
2019,"project",-54655.634169966,7,TRUE
2019,"counterfactual",-185618.733792499,7,TRUE
2019,"additionality",130963.099622533,7,TRUE
2020,"project",-169286.163667515,7,TRUE
2020,"counterfactual",-274339.313780203,7,TRUE
2020,"additionality",105053.150112689,7,TRUE
2021,"project",-145137.259871989,7,TRUE
2021,"counterfactual",-225368.696416259,7,TRUE
2021,"additionality",80231.4365442693,7,TRUE
1991,"project",-30366.7498176545,8,FALSE
1991,"counterfactual",-42513.4497447014,8,FALSE
1991,"additionality",12146.6999270469,8,FALSE
1992,"project",-42513.4497447461,8,FALSE
1992,"counterfactual",-36440.0997812152,8,FALSE
1992,"additionality",-6073.3499635309,8,FALSE
1993,"project",-30366.7498176545,8,FALSE
1993,"counterfactual",-15894.5664473027,8,FALSE
1993,"additionality",-14472.1833703518,8,FALSE
1994,"project",-34114.6163378954,8,FALSE
1994,"counterfactual",-47539.2032833099,8,FALSE
1994,"additionality",13424.5869454145,8,FALSE
1995,"project",-94848.1159732193,8,FALSE
1995,"counterfactual",-128962.732311159,8,FALSE
1995,"additionality",34114.6163379401,8,FALSE
1996,"project",-127156.531578481,8,FALSE
1996,"counterfactual",-116816.032384038,8,FALSE
1996,"additionality",-10340.4991944432,8,FALSE
1997,"project",-159848.764839426,8,FALSE
1997,"counterfactual",-136313.969293013,8,FALSE
1997,"additionality",-23534.7955464125,8,FALSE
1998,"project",-450985.745433256,8,FALSE
1998,"counterfactual",-282738.147187009,8,FALSE
1998,"additionality",-168247.598246247,8,FALSE
1999,"project",-332228.047261611,8,FALSE
1999,"counterfactual",-331324.946895301,8,FALSE
1999,"additionality",-903.100366309285,8,FALSE
2000,"project",-509104.769508079,8,FALSE
2000,"counterfactual",-277798.188183233,8,FALSE
2000,"additionality",-231306.581324846,8,FALSE
2001,"project",-109406.093878359,8,FALSE
2001,"counterfactual",-327577.080375016,8,FALSE
2001,"additionality",218170.986496657,8,FALSE
2002,"project",-144568.306641236,8,FALSE
2002,"counterfactual",-121841.785922676,8,FALSE
2002,"additionality",-22726.5207185596,8,FALSE
2003,"project",-224185.634936363,8,FALSE
2003,"counterfactual",-222090.442086488,8,FALSE
2003,"additionality",-2095.1928498745,8,FALSE
2004,"project",-175454.339169532,8,FALSE
2004,"counterfactual",-176732.226187885,8,FALSE
2004,"additionality",1277.88701835275,8,FALSE
2005,"project",-131663.002406448,8,FALSE
2005,"counterfactual",-361921.987306312,8,FALSE
2005,"additionality",230258.984899864,8,FALSE
2006,"project",-332747.329972208,8,FALSE
2006,"counterfactual",-259144.650116816,8,FALSE
2006,"additionality",-73602.6798553914,8,FALSE
2007,"project",-464590.952451959,8,FALSE
2007,"counterfactual",-331180.450836658,8,FALSE
2007,"additionality",-133410.501615301,8,FALSE
2008,"project",-234995.746321276,8,TRUE
2008,"counterfactual",-210472.055873752,8,TRUE
2008,"additionality",-24523.6904475242,8,TRUE
2009,"project",-163452.135301054,8,TRUE
2009,"counterfactual",-216545.405837268,8,TRUE
2009,"additionality",53093.2705362141,8,TRUE
2010,"project",-143895.496868312,8,TRUE
2010,"counterfactual",-296248.528667226,8,TRUE
2010,"additionality",152353.031798914,8,TRUE
2011,"project",-159559.7727222,8,TRUE
2011,"counterfactual",-99467.4743469954,8,TRUE
2011,"additionality",-60092.2983752042,8,TRUE
2012,"project",-267823.444637164,8,TRUE
2012,"counterfactual",-176876.722246468,8,TRUE
2012,"additionality",-90946.7223906964,8,TRUE
2013,"project",-419512.697666854,8,TRUE
2013,"counterfactual",-289186.283802584,8,TRUE
2013,"additionality",-130326.41386427,8,TRUE
2014,"project",-52420.4607633054,8,TRUE
2014,"counterfactual",-363719.157035321,8,TRUE
2014,"additionality",311298.696272016,8,TRUE
2015,"project",-156620.181029826,8,TRUE
2015,"counterfactual",-115240.12224485,8,TRUE
2015,"additionality",-41380.0587849766,8,TRUE
2016,"project",-277125.378410324,8,TRUE
2016,"counterfactual",-250565.196636692,8,TRUE
2016,"additionality",-26560.1817736328,8,TRUE
2017,"project",-134160.074919313,8,TRUE
2017,"counterfactual",-213488.411097288,8,TRUE
2017,"additionality",79328.3361779749,8,TRUE
2018,"project",-79210.9331303239,8,TRUE
2018,"counterfactual",-203436.904020056,8,TRUE
2018,"additionality",124225.970889732,8,TRUE
2019,"project",-119484.693966553,8,TRUE
2019,"counterfactual",-225517.707976729,8,TRUE
2019,"additionality",106033.014010176,8,TRUE
2020,"project",-264653.562351376,8,TRUE
2020,"counterfactual",-285063.630630299,8,TRUE
2020,"additionality",20410.0682789236,8,TRUE
2021,"project",-176023.292400286,8,TRUE
2021,"counterfactual",-254832.345867589,8,TRUE
2021,"additionality",78809.0534673035,8,TRUE
1991,"project",-85026.8994894773,9,FALSE
1991,"counterfactual",-70554.7161190957,9,FALSE
1991,"additionality",-14472.1833703816,9,FALSE
1992,"project",-24293.3998541087,9,FALSE
1992,"counterfactual",-54660.149671793,9,FALSE
1992,"additionality",30366.7498176843,9,FALSE
1993,"project",-36440.0997812003,9,FALSE
1993,"counterfactual",-24293.3998541236,9,FALSE
1993,"additionality",-12146.6999270767,9,FALSE
1994,"project",-52334.666228503,9,FALSE
1994,"counterfactual",-76628.0660826415,9,FALSE
1994,"additionality",24293.3998541385,9,FALSE
1995,"project",-88774.7660097033,9,FALSE
1995,"counterfactual",-122889.382347599,9,FALSE
1995,"additionality",34114.6163378954,9,FALSE
1996,"project",-130385.115388066,9,FALSE
1996,"counterfactual",-164499.731725991,9,FALSE
1996,"additionality",34114.6163379252,9,FALSE
1997,"project",-130385.11538811,9,FALSE
1997,"counterfactual",-193963.381177321,9,FALSE
1997,"additionality",63578.2657892108,9,FALSE
1998,"project",-403302.046091303,9,FALSE
1998,"counterfactual",-280412.663743749,9,FALSE
1998,"additionality",-122889.382347554,9,FALSE
1999,"project",-525672.14572832,9,FALSE
1999,"counterfactual",-364920.280522555,9,FALSE
1999,"additionality",-160751.865205765,9,FALSE
2000,"project",-387262.983585417,9,FALSE
2000,"counterfactual",-212653.043258414,9,FALSE
2000,"additionality",-174609.940327004,9,FALSE
2001,"project",-125156.164267078,9,FALSE
2001,"counterfactual",-344605.037782073,9,FALSE
2001,"additionality",219448.873514995,9,FALSE
2002,"project",-106850.319841638,9,FALSE
2002,"counterfactual",-50998.0776863247,9,FALSE
2002,"additionality",-55852.2421553135,9,FALSE
2003,"project",-205965.585045815,9,FALSE
2003,"counterfactual",-202362.214584172,9,FALSE
2003,"additionality",-3603.37046164274,9,FALSE
2004,"project",-189398.208825544,9,FALSE
2004,"counterfactual",-201544.908752605,9,FALSE
2004,"additionality",12146.6999270618,9,FALSE
2005,"project",-119371.806420758,9,FALSE
2005,"counterfactual",-303802.963231564,9,FALSE
2005,"additionality",184431.156810805,9,FALSE
2006,"project",-309876.31319508,9,FALSE
2006,"counterfactual",-304561.567539215,9,FALSE
2006,"additionality",-5314.74565586448,9,FALSE
2007,"project",-490365.436906859,9,FALSE
2007,"counterfactual",-345508.138148427,9,FALSE
2007,"additionality",-144857.298758432,9,FALSE
2008,"project",-171417.48053202,9,TRUE
2008,"counterfactual",-125011.66820845,9,TRUE
2008,"additionality",-46405.8123235703,9,TRUE
2009,"project",-198325.355946675,9,TRUE
2009,"counterfactual",-264229.105179191,9,TRUE
2009,"additionality",65903.7492325157,9,TRUE
2010,"project",-117949.423343822,9,TRUE
2010,"counterfactual",-329374.25010404,9,TRUE
2010,"additionality",211424.826760218,9,TRUE
2011,"project",-205062.484679461,9,TRUE
2011,"counterfactual",-131315.308765396,9,TRUE
2011,"additionality",-73747.175914064,9,TRUE
2012,"project",-337100.273737907,9,TRUE
2012,"counterfactual",-142906.601967186,9,TRUE
2012,"additionality",-194193.671770722,9,TRUE
2013,"project",-480679.685478017,9,TRUE
2013,"counterfactual",-295345.428300917,9,TRUE
2013,"additionality",-185334.2571771,9,TRUE
2014,"project",-12087.9984032512,9,TRUE
2014,"counterfactual",-261230.811962977,9,TRUE
2014,"additionality",249142.813559726,9,TRUE
2015,"project",-283018.108300582,9,TRUE
2015,"counterfactual",-151594.427491233,9,TRUE
2015,"additionality",-131423.680809349,9,TRUE
2016,"project",-305830.423553944,9,TRUE
2016,"counterfactual",-241818.669588879,9,TRUE
2016,"additionality",-64011.7539650649,9,TRUE
2017,"project",-128028.023431972,9,TRUE
2017,"counterfactual",-179604.085352764,9,TRUE
2017,"additionality",51576.0619207919,9,TRUE
2018,"project",-70839.1927344799,9,TRUE
2018,"counterfactual",-243855.160914928,9,TRUE
2018,"additionality",173015.968180448,9,TRUE
2019,"project",-53608.0377450436,9,TRUE
2019,"counterfactual",-198898.824679285,9,TRUE
2019,"additionality",145290.786934242,9,TRUE
2020,"project",-264134.279640719,9,TRUE
2020,"counterfactual",-295787.94748041,9,TRUE
2020,"additionality",31653.667839691,9,TRUE
2021,"project",-180674.25928688,9,TRUE
2021,"counterfactual",-227838.675918177,9,TRUE
2021,"additionality",47164.4166312963,9,TRUE
1991,"project",-78953.5495259017,10,FALSE
1991,"counterfactual",-85026.8994894475,10,FALSE
1991,"additionality",6073.3499635458,10,FALSE
1992,"project",-48586.7997082621,10,FALSE
1992,"counterfactual",-42513.4497447163,10,FALSE
1992,"additionality",-6073.3499635458,10,FALSE
1993,"project",-30366.7498176694,10,FALSE
1993,"counterfactual",-12146.6999270618,10,FALSE
1993,"additionality",-18220.0498906076,10,FALSE
1994,"project",-30366.7498176396,10,FALSE
1994,"counterfactual",-56082.5327487439,10,FALSE
1994,"additionality",25715.7829311043,10,FALSE
1995,"project",-91100.2494529784,10,FALSE
1995,"counterfactual",-122889.382347614,10,FALSE
1995,"additionality",31789.1328946352,10,FALSE
1996,"project",-98595.98249349,10,FALSE
1996,"counterfactual",-175224.048576117,10,FALSE
1996,"additionality",76628.0660826266,10,FALSE
1997,"project",-118238.415461019,10,FALSE
1997,"counterfactual",-177549.532019377,10,FALSE
1997,"additionality",59311.1165583581,10,FALSE
1998,"project",-366342.663599521,10,FALSE
1998,"counterfactual",-307934.647407472,10,FALSE
1998,"additionality",-58408.0161920488,10,FALSE
1999,"project",-334553.530704871,10,FALSE
1999,"counterfactual",-349928.814441547,10,FALSE
1999,"additionality",15375.283736676,10,FALSE
2000,"project",-502512.136833921,10,FALSE
2000,"counterfactual",-268735.576007143,10,FALSE
2000,"additionality",-233776.560826778,10,FALSE
2001,"project",-151016.443256766,10,FALSE
2001,"counterfactual",-328710.471334785,10,FALSE
2001,"additionality",177694.02807802,10,FALSE
2002,"project",-159184.986070186,10,FALSE
2002,"counterfactual",-97634.1806033254,10,FALSE
2002,"additionality",-61550.8054668605,10,FALSE
2003,"project",-287244.618014991,10,FALSE
2003,"counterfactual",-226655.61443831,10,FALSE
2003,"additionality",-60589.003576681,10,FALSE
2004,"project",-132940.889424771,10,FALSE
2004,"counterfactual",-196144.368561998,10,FALSE
2004,"additionality",63203.4791372269,10,FALSE
2005,"project",-174176.452151164,10,FALSE
2005,"counterfactual",-290089.384168893,10,FALSE
2005,"additionality",115912.932017729,10,FALSE
2006,"project",-270591.447259963,10,FALSE
2006,"counterfactual",-249756.921808854,10,FALSE
2006,"additionality",-20834.5254511088,10,FALSE
2007,"project",-371368.4171381,10,FALSE
2007,"counterfactual",-193674.38906011,10,FALSE
2007,"additionality",-177694.02807799,10,FALSE
2008,"project",-189782.026481241,10,TRUE
2008,"counterfactual",-209194.168855384,10,TRUE
2008,"additionality",19412.142374143,10,TRUE
2009,"project",-162174.248282716,10,TRUE
2009,"counterfactual",-278931.579142973,10,TRUE
2009,"additionality",116757.330860257,10,TRUE
2010,"project",-148605.165278673,10,TRUE
2010,"counterfactual",-297065.834498748,10,TRUE
2010,"additionality",148460.669220075,10,TRUE
2011,"project",-167863.780590564,10,TRUE
2011,"counterfactual",-130181.917805672,10,TRUE
2011,"additionality",-37681.8627848923,10,TRUE
2012,"project",-297959.903861418,10,TRUE
2012,"counterfactual",-212702.713778555,10,TRUE
2012,"additionality",-85257.190082863,10,TRUE
2013,"project",-443047.493213296,10,TRUE
2013,"counterfactual",-298488.217575744,10,TRUE
2013,"additionality",-144559.275637552,10,TRUE
2014,"project",-14499.2763813138,10,TRUE
2014,"counterfactual",-352850.344126597,10,TRUE
2014,"additionality",338351.067745283,10,TRUE
2015,"project",-191254.080078363,10,TRUE
2015,"counterfactual",-134507.76856038,10,TRUE
2015,"additionality",-56746.3115179837,10,TRUE
2016,"project",-219995.249236628,10,TRUE
2016,"counterfactual",-259049.824578315,10,TRUE
2016,"additionality",39054.5753416866,10,TRUE
2017,"project",-161528.531520784,10,TRUE
2017,"counterfactual",-223106.429998621,10,TRUE
2017,"additionality",61577.8984778374,10,TRUE
2018,"project",-103445.631460652,10,TRUE
2018,"counterfactual",-234322.936548382,10,TRUE
2018,"additionality",130877.30508773,10,TRUE
2019,"project",-72117.0797528028,10,TRUE
2019,"counterfactual",-175856.218832523,10,TRUE
2019,"additionality",103739.13907972,10,TRUE
2020,"project",-243588.746306866,10,TRUE
2020,"counterfactual",-289714.597516879,10,TRUE
2020,"additionality",46125.851210013,10,TRUE
2021,"project",-100153.8306254,10,TRUE
2021,"counterfactual",-204303.880371749,10,TRUE
2021,"additionality",104150.049746349,10,TRUE
1991,"project",-94848.1159732044,11,FALSE
1991,"counterfactual",-64481.3661555648,11,FALSE
1991,"additionality",-30366.7498176396,11,FALSE
1992,"project",-54660.1496718228,11,FALSE
1992,"counterfactual",-24293.3998541236,11,FALSE
1992,"additionality",-30366.7498176992,11,FALSE
1993,"project",-28041.2663743794,11,FALSE
1993,"counterfactual",-48586.7997082621,11,FALSE
1993,"additionality",20545.5333338827,11,FALSE
1994,"project",-46261.3162649572,11,FALSE
1994,"counterfactual",-84123.7991231084,11,FALSE
1994,"additionality",37862.4828581512,11,FALSE
1995,"project",-121466.999270618,11,FALSE
1995,"counterfactual",-125214.865790889,11,FALSE
1995,"additionality",3747.86652027071,11,FALSE
1996,"project",-102343.849013716,11,FALSE
1996,"counterfactual",-169669.981323183,11,FALSE
1996,"additionality",67326.1323094666,11,FALSE
1997,"project",-131807.498465076,11,FALSE
1997,"counterfactual",-194866.481543675,11,FALSE
1997,"additionality",63058.983078599,11,FALSE
1998,"project",-411556.383439541,11,FALSE
1998,"counterfactual",-298632.713634327,11,FALSE
1998,"additionality",-112923.669805214,11,FALSE
1999,"project",-387407.479644015,11,FALSE
1999,"counterfactual",-355099.064038783,11,FALSE
1999,"additionality",-32308.4156052321,11,FALSE
2000,"project",-438175.266736969,11,FALSE
2000,"counterfactual",-271350.051567674,11,FALSE
2000,"additionality",-166825.215169296,11,FALSE
2001,"project",-164355.235667363,11,FALSE
2001,"counterfactual",-313335.187598079,11,FALSE
2001,"additionality",148979.951930717,11,FALSE
2002,"project",-167814.110070407,11,FALSE
2002,"counterfactual",-108417.198977262,11,FALSE
2002,"additionality",-59396.9110931456,11,FALSE
2003,"project",-220582.26447475,11,FALSE
2003,"counterfactual",-177779.822612792,11,FALSE
2003,"additionality",-42802.4418619573,11,FALSE
2004,"project",-126867.53946127,11,FALSE
2004,"counterfactual",-164730.022319406,11,FALSE
2004,"additionality",37862.4828581363,11,FALSE
2005,"project",-187456.543037966,11,FALSE
2005,"counterfactual",-308395.228594303,11,FALSE
2005,"additionality",120938.685556337,11,FALSE
2006,"project",-347305.307877362,11,FALSE
2006,"counterfactual",-291836.883377746,11,FALSE
2006,"additionality",-55468.424499616,11,FALSE
2007,"project",-379767.250544935,11,FALSE
2007,"counterfactual",-291136.980593845,11,FALSE
2007,"additionality",-88630.2699510902,11,FALSE
2008,"project",-158078.688121423,11,TRUE
2008,"counterfactual",-143376.214157656,11,TRUE
2008,"additionality",-14702.4739637673,11,TRUE
2009,"project",-171706.472649261,11,TRUE
2009,"counterfactual",-270446.951201349,11,TRUE
2009,"additionality",98740.4785520881,11,TRUE
2010,"project",-160079.055432841,11,TRUE
2010,"counterfactual",-261903.621735916,11,TRUE
2010,"additionality",101824.566303074,11,TRUE
2011,"project",-243828.067903921,11,TRUE
2011,"counterfactual",-134074.280384526,11,TRUE
2011,"additionality",-109753.787519395,11,TRUE
2012,"project",-249901.417867482,11,TRUE
2012,"counterfactual",-187745.535155192,11,TRUE
2012,"additionality",-62155.8827122897,11,TRUE
2013,"project",-454300.123777673,11,TRUE
2013,"counterfactual",-317083.05411835,11,TRUE
2013,"additionality",-137217.069659323,11,TRUE
2014,"project",-46202.6147411615,11,TRUE
2014,"counterfactual",-313335.187598065,11,TRUE
2014,"additionality",267132.572856903,11,TRUE
2015,"project",-182855.246671528,11,TRUE
2015,"counterfactual",-137063.54259707,11,TRUE
2015,"additionality",-45791.7040744573,11,TRUE
2016,"project",-198980.103712261,11,TRUE
2016,"counterfactual",-218803.156753093,11,TRUE
2016,"additionality",19823.0530408323,11,TRUE
2017,"project",-152407.217820928,11,TRUE
2017,"counterfactual",-222203.329632297,11,TRUE
2017,"additionality",69796.1118113697,11,TRUE
2018,"project",-84295.3881927133,11,TRUE
2018,"counterfactual",-198641.441074878,11,TRUE
2018,"additionality",114346.052882165,11,TRUE
2019,"project",-21733.110315606,11,TRUE
2019,"counterfactual",-163795.313440263,11,TRUE
2019,"additionality",142062.203124657,11,TRUE
2020,"project",-251084.479347333,11,TRUE
2020,"counterfactual",-273436.213413879,11,TRUE
2020,"additionality",22351.734066546,11,TRUE
2021,"project",-149404.409102902,11,TRUE
2021,"counterfactual",-232634.13886334,11,TRUE
2021,"additionality",83229.7297604382,11,TRUE
1991,"project",-58408.0161920339,12,FALSE
1991,"counterfactual",-30366.7498176545,12,FALSE
1991,"additionality",-28041.2663743794,12,FALSE
1992,"project",-42513.4497447014,12,FALSE
1992,"counterfactual",-30366.7498176396,12,FALSE
1992,"additionality",-12146.6999270618,12,FALSE
1993,"project",-30366.7498176694,12,FALSE
1993,"counterfactual",-24293.3998541385,12,FALSE
1993,"additionality",-6073.3499635309,12,FALSE
1994,"project",-94848.1159732342,12,FALSE
1994,"counterfactual",-65903.7492325306,12,FALSE
1994,"additionality",-28944.3667407036,12,FALSE
1995,"project",-97173.5994164944,12,FALSE
1995,"counterfactual",-103246.94938004,12,FALSE
1995,"additionality",6073.3499635458,12,FALSE
1996,"project",-132710.5988314,12,FALSE
1996,"counterfactual",-170573.081689522,12,FALSE
1996,"additionality",37862.4828581214,12,FALSE
1997,"project",-139303.231505543,12,FALSE
1997,"counterfactual",-159329.482128784,12,FALSE
1997,"additionality",20026.2506232411,12,FALSE
1998,"project",-433668.795908973,12,FALSE
1998,"counterfactual",-292559.363670811,12,FALSE
1998,"additionality",-141109.432238162,12,FALSE
1999,"project",-351870.480229169,12,FALSE
1999,"counterfactual",-350448.097152188,12,FALSE
1999,"additionality",-1422.38307698071,12,FALSE
2000,"project",-551907.211370006,12,FALSE
2000,"counterfactual",-266699.084681109,12,FALSE
2000,"additionality",-285208.126688898,12,FALSE
2001,"project",-133699.493732512,12,FALSE
2001,"counterfactual",-401206.853241459,12,FALSE
2001,"additionality",267507.359508947,12,FALSE
2002,"project",-109117.101761147,12,FALSE
2002,"counterfactual",-90138.4475628436,12,FALSE
2002,"additionality",-18978.6541983038,12,FALSE
2003,"project",-268496.254410073,12,FALSE
2003,"counterfactual",-248709.325383902,12,FALSE
2003,"additionality",-19786.9290261716,12,FALSE
2004,"project",-149738.556238443,12,FALSE
2004,"counterfactual",-213316.822027668,12,FALSE
2004,"additionality",63578.2657892257,12,FALSE
2005,"project",-137591.856311366,12,FALSE
2005,"counterfactual",-378864.150178626,12,FALSE
2005,"additionality",241272.29386726,12,FALSE
2006,"project",-265940.480373397,12,FALSE
2006,"counterfactual",-213172.32596904,12,FALSE
2006,"additionality",-52768.1544043571,12,FALSE
2007,"project",-452877.740700707,12,FALSE
2007,"counterfactual",-252082.405252144,12,FALSE
2007,"additionality",-200795.335448563,12,FALSE
2008,"project",-176443.234070629,12,TRUE
2008,"counterfactual",-125156.164267063,12,TRUE
2008,"additionality",-51287.0698035657,12,TRUE
2009,"project",-130096.123270869,12,TRUE
2009,"counterfactual",-305839.454557613,12,TRUE
2009,"additionality",175743.331286743,12,TRUE
2010,"project",-181383.193074435,12,TRUE
2010,"counterfactual",-332602.833913609,12,TRUE
2010,"additionality",151219.640839174,12,TRUE
2011,"project",-208665.855141073,12,TRUE
2011,"counterfactual",-154475.31765981,12,TRUE
2011,"additionality",-54190.5374812633,12,TRUE
2012,"project",-218198.079507664,12,TRUE
2012,"counterfactual",-161126.651857749,12,TRUE
2012,"additionality",-57071.4276499152,12,TRUE
2013,"project",-372032.195907339,12,TRUE
2013,"counterfactual",-320456.133986577,12,TRUE
2013,"additionality",-51576.0619207621,12,TRUE
2014,"project",-29115.9558103085,12,TRUE
2014,"counterfactual",-330652.137122363,12,TRUE
2014,"additionality",301536.181312054,12,TRUE
2015,"project",-183230.033323556,12,TRUE
2015,"counterfactual",-123435.758069217,12,TRUE
2015,"additionality",-59794.275254339,12,TRUE
2016,"project",-285488.087802485,12,TRUE
2016,"counterfactual",-259424.611230358,12,TRUE
2016,"additionality",-26063.4765721262,12,TRUE
2017,"project",-98912.067621693,12,TRUE
2017,"counterfactual",-222492.321749538,12,TRUE
2017,"additionality",123580.254127845,12,TRUE
2018,"project",-91298.9315335751,12,TRUE
2018,"counterfactual",-199919.328093231,12,TRUE
2018,"additionality",108620.396559656,12,TRUE
2019,"project",-92491.0240170956,12,TRUE
2019,"counterfactual",-220695.152020529,12,TRUE
2019,"additionality",128204.128003433,12,TRUE
2020,"project",-181432.863594592,12,TRUE
2020,"counterfactual",-240224.697442308,12,TRUE
2020,"additionality",58791.8338477165,12,TRUE
2021,"project",-181432.863594577,12,TRUE
2021,"counterfactual",-245011.129383817,12,TRUE
2021,"additionality",63578.2657892406,12,TRUE
1991,"project",-91110.4705064148,13,FALSE
1991,"counterfactual",-42518.2195696682,13,FALSE
1991,"additionality",-48592.2509367466,13,FALSE
1992,"project",-36444.1882025748,13,FALSE
1992,"counterfactual",-36444.1882025898,13,FALSE
1992,"additionality",1.49011611938477e-08,13,FALSE
1993,"project",-24296.1254683733,13,FALSE
1993,"counterfactual",-58414.5693184882,13,FALSE
1993,"additionality",34118.4438501149,13,FALSE
1994,"project",-34118.4438501298,13,FALSE
1994,"counterfactual",-84133.2374490798,13,FALSE
1994,"additionality",50014.7935989499,13,FALSE
1995,"project",-78962.407772243,13,FALSE
1995,"counterfactual",-113080.851622358,13,FALSE
1995,"additionality",34118.4438501149,13,FALSE
1996,"project",-136473.77540046,13,FALSE
1996,"counterfactual",-170592.219250575,13,FALSE
1996,"additionality",34118.4438501149,13,FALSE
1997,"project",-151466.923459053,13,FALSE
1997,"counterfactual",-172917.96360302,13,FALSE
1997,"additionality",21451.0401439667,13,FALSE
1998,"project",-316888.313032761,13,FALSE
1998,"counterfactual",-273466.891772866,13,FALSE
1998,"additionality",-43421.421259895,13,FALSE
1999,"project",-404769.837496489,13,FALSE
1999,"counterfactual",-270621.806448475,13,FALSE
1999,"additionality",-134148.031048015,13,FALSE
2000,"project",-454265.290123522,13,FALSE
2000,"counterfactual",-200817.863815621,13,FALSE
2000,"additionality",-253447.426307902,13,FALSE
2001,"project",-155684.875352591,13,FALSE
2001,"counterfactual",-288554.876008883,13,FALSE
2001,"additionality",132870.000656292,13,FALSE
2002,"project",-146996.075092167,13,FALSE
2002,"counterfactual",-150130.184957415,13,FALSE
2002,"additionality",3134.1098652482,13,FALSE
2003,"project",-268526.37852706,13,FALSE
2003,"counterfactual",-216944.529995471,13,FALSE
2003,"additionality",-51581.8485315889,13,FALSE
2004,"project",-102441.135710925,13,FALSE
2004,"counterfactual",-219270.274347931,13,FALSE
2004,"additionality",116829.138637006,13,FALSE
2005,"project",-177944.281009421,13,FALSE
2005,"counterfactual",-353707.329936802,13,FALSE
2005,"additionality",175763.048927382,13,FALSE
2006,"project",-304740.250298589,13,FALSE
2006,"counterfactual",-206833.187072843,13,FALSE
2006,"additionality",-97907.0632257462,13,FALSE
2007,"project",-518695.182699233,13,FALSE
2007,"counterfactual",-303173.195365965,13,FALSE
2007,"additionality",-215521.987333268,13,FALSE
2008,"project",-185007.318227366,13,TRUE
2008,"counterfactual",-205844.181221992,13,TRUE
2008,"additionality",20836.8629946262,13,TRUE
2009,"project",-180789.366333812,13,TRUE
2009,"counterfactual",-239059.42338185,13,TRUE
2009,"additionality",58270.0570480376,13,TRUE
2010,"project",-131763.578585654,13,TRUE
2010,"counterfactual",-322059.142709583,13,TRUE
2010,"additionality",190295.564123929,13,TRUE
2011,"project",-157915.783527598,13,TRUE
2011,"counterfactual",-148274.105483934,13,TRUE
2011,"additionality",-9641.6780436635,13,TRUE
2012,"project",-232457.019025922,13,TRUE
2012,"counterfactual",-187007.909971297,13,TRUE
2012,"additionality",-45449.109054625,13,TRUE
2013,"project",-528278.152633071,13,TRUE
2013,"counterfactual",-296895.943618566,13,TRUE
2013,"additionality",-231382.209014505,13,TRUE
2014,"project",-27841.1921026856,13,TRUE
2014,"counterfactual",-290352.247372538,13,TRUE
2014,"additionality",262511.055269852,13,TRUE
2015,"project",-214293.633034527,13,TRUE
2015,"counterfactual",-124930.85779874,13,TRUE
2015,"additionality",-89362.775235787,13,TRUE
2016,"project",-163438.861863598,13,TRUE
2016,"counterfactual",-211475.64376086,13,TRUE
2016,"additionality",48036.7818972617,13,TRUE
2017,"project",-178788.774589837,13,TRUE
2017,"counterfactual",-174683.722907528,13,TRUE
2017,"additionality",-4105.05168230832,13,TRUE
2018,"project",-89972.4363766909,13,TRUE
2018,"counterfactual",-219297.370398641,13,TRUE
2018,"additionality",129324.93402195,13,TRUE
2019,"project",-55709.4802561402,13,TRUE
2019,"counterfactual",-131876.478796959,13,TRUE
2019,"additionality",76166.9985408187,13,TRUE
2020,"project",-229526.12954098,13,TRUE
2020,"counterfactual",-272044.349110663,13,TRUE
2020,"additionality",42518.2195696831,13,TRUE
